1	2121	0
1	2122	1
1	2123	1
1	2124	1
1	2125	1
1	2126	1
1	2127	2
1	2128	2
1	2129	2
1	212A	2
1	212B	2
1	212C	3
1	212D	2
1	212E	1
1	212F	1
1	2130	1
1	2131	1
1	2132	2
1	2133	2
1	2134	2
1	2135	2
1	2136	1
1	2137	1
1	2138	1
1	2139	1
1	213A	1
1	213B	1
1	213C	1
1	213D	1
1	213E	1
1	213F	1
1	2140	1
1	2141	1
1	2142	1
1	2143	1
1	2144	1
1	2145	1
1	2146	1
1	2147	1
1	2148	1
1	2149	1
1	214A	1
1	214B	1
1	214C	1
1	214D	1
1	214E	2
1	214F	0
1	2150	0
1	2151	0
1	2152	0
